influencer_id,influencer_name,username,platform,category,country,followers,engagement_rate,avg_likes,avg_comments,avg_shares,avg_saves,reach,impressions,audience_quality_score,brand_name,brand_industry,target_audience,brand_match_score,campaign_type,campaign_duration_days,sponsored_post_count,estimated_campaign_budget,estimated_clicks,estimated_ctr,estimated_conversions,estimated_sales,estimated_revenue,estimated_roi,growth_tier,growth_score,authenticity_score,fake_follower_probability,campaign_success
INF-E6BBF6C2,Reese Walker,reesewalker.,TikTok,Humor & Fun & Happiness,Japan,35990192.0,0.0251,720095,41715,100577,19221,5577283,6218601,38.3,Mountain Dew,FMCG,16-35 Mixed,0.703,Giveaway,40,3,279800.0,32348,0.0058,239,239,4503.19,-0.984,Mega,46.8,70.0,0.066,0
INF-03F73CCE,Reese King,reeseking_,YouTube,Comedy,Argentina,604094.0,0.0215,11372,553,455,232,144900,186508,36.1,Lay's,FMCG,16-35 Mixed,0.85,Sponsored Post,55,1,122700.0,724,0.005,13,13,241.19,-0.998,Macro,46.2,69.9,0.051,0
INF-A2F76899,Noah Garcia,noahgarcia359,Instagram,Modeling,United States,1735495.0,0.0129,19263,1265,935,1346,266950,331110,25.9,Maybelline,Beauty & Cosmetics,18-35 Female,0.715,Brand Ambassador,29,1,340900.0,1335,0.005,12,12,460.94,-0.999,Mega,33.6,63.7,0.044,0
INF-156CDAD0,Casey Williams,caseywilliams_official,Instagram,Literature & Journalism,Philippines,9450106.0,0.0073,57719,3806,3062,4161,1500073,1821621,20.0,Kindle,E-commerce,25-50 Mixed,0.626,Product Review,13,1,580500.0,7500,0.005,51,51,2103.62,-0.996,Mega,25.2,52.7,0.146,0
INF-DE0B2995,Emily Singh,emilysingh_,YouTube,Racing Sports,South Korea,16389905.0,0.0127,168767,10233,9989,3943,2496780,2803444,21.8,Puma,Sports & Fitness,18-40 Male,0.772,Affiliate,27,2,295800.0,12484,0.005,131,131,8471.55,-0.971,Mega,30.8,60.0,0.053,0
INF-840BD61D,Abigail Brown,abigailbrown_official,Instagram,Gaming,France,34652.0,0.0264,774,45,42,62,12834,21179,49.1,Razer,Gaming,16-30 Male,0.892,Product Review,53,2,8100.0,82,0.0064,3,3,161.4,-0.98,Micro,55.3,71.3,0.118,1
INF-C6DBDB8A,Aria Allen,ariaallen_real,TikTok,Computers & Gadgets,Japan,973428.0,0.029,22017,1476,3664,589,207754,278523,47.1,HP,Consumer Electronics,20-40 Male,0.853,Story Ad,47,4,112500.0,1039,0.005,17,17,1930.59,-0.983,Macro,51.0,72.4,0.093,1
INF-F22DA032,Olivia Williams,oliviawilliams,TikTok,Music,Unknown,478322.0,0.0533,22956,1270,2489,480,161122,237674,74.5,Spotify,Entertainment & Music,15-35 Mixed,0.931,Story Ad,25,1,51800.0,2804,0.0174,98,98,1131.21,-0.978,Mid-Tier,74.6,89.9,0.018,1
INF-B386FD0E,Skyler Li,skylerli_real,TikTok,Sports with a ball,Vietnam,305727.0,0.0634,17718,826,2246,332,84936,123945,77.1,Adidas,Sports & Fitness,16-35 Male,0.665,Story Ad,21,1,48600.0,1232,0.0145,28,28,1945.48,-0.96,Mid-Tier,73.2,84.6,0.085,1
INF-C4ACE97F,Kai Taylor,kaitaylor_tv,Instagram,Computers & Gadgets,Netherlands,24049.0,0.0462,769,63,38,77,8849,12786,74.0,Dell,Consumer Electronics,20-40 Male,0.94,Reel/Short Video,34,2,3200.0,133,0.015,7,7,767.5,-0.76,Micro,75.6,90.0,0.015,1
INF-CCC68DAE,Avery Kim,averykim246,Instagram,Music,Saudi Arabia,323945.0,0.0312,9152,534,431,596,109022,160140,55.6,Spotify,Entertainment & Music,15-35 Mixed,0.948,Affiliate,53,1,27600.0,1047,0.0096,34,34,428.28,-0.984,Mid-Tier,61.8,76.5,0.088,1
INF-4E50C768,Amelia Jackson,ameliajackson.,TikTok,Animals & Pets,Canada,7493.0,0.0802,552,26,71,13,3103,5301,87.0,Purina,Pet Care,22-45 Mixed,0.82,Giveaway,37,4,3100.0,61,0.0196,3,3,98.36,-0.968,Nano,79.6,86.5,0.098,1
INF-F0F57E70,Skyler Park,skylerpark_tv,TikTok,Business & Careers,Russia,88078.0,0.1062,7989,487,908,157,35457,58452,78.5,Notion,SaaS,25-50 Mixed,0.816,Unboxing,16,1,2200.0,915,0.0258,36,36,1239.63,-0.437,Micro,78.4,88.0,0.054,1
INF-C4D204A7,Emily Li,emilyli,Instagram,Lifestyle,Japan,625481.0,0.0156,7855,421,443,560,130689,178546,30.8,Amazon,E-commerce,22-40 Mixed,0.681,Affiliate,20,1,82000.0,653,0.005,8,8,393.71,-0.995,Macro,39.9,69.1,0.016,0
INF-9DE2279F,Sam Johnson,samjohnson_official,Instagram,Fitness & Gym,Vietnam,364762.0,0.0246,7236,475,429,453,102727,135028,44.9,Under Armour,Sports & Fitness,20-40 Mixed,0.643,Unboxing,55,1,44700.0,514,0.005,11,11,713.51,-0.984,Mid-Tier,53.4,72.6,0.077,0
INF-3D4FDB2E,Leo Singh,leosingh272,TikTok,Family,United Kingdom,80989.0,0.0727,4199,322,757,108,35051,53182,80.6,Pampers,Baby & Family,25-45 Female,0.642,Affiliate,31,1,6900.0,592,0.0169,20,20,736.56,-0.893,Micro,81.5,91.8,0.021,1
INF-841D12AA,Riley Lee,rileylee314,YouTube,Modeling,Canada,48993090.0,0.0145,532778,33807,22835,16893,6609686,8311707,22.8,Versace,Luxury Fashion,18-35 Female,0.975,Unboxing,50,5,437100.0,33048,0.005,433,433,116762.89,-0.733,Mega,32.2,58.7,0.085,0
INF-3B262779,Harper Harris,harperharris_real,TikTok,Cars & Motorbikes,Ukraine,37323.0,0.0447,1394,87,231,36,15507,25376,74.4,Michelin,Automotive,22-45 Male,0.924,Affiliate,7,1,8900.0,219,0.0141,10,10,543.4,-0.939,Micro,74.2,76.7,0.162,1
INF-DA8F31DE,Mia Lee,mialee959,Instagram,Gaming,Canada,18810399.0,0.0122,157490,11612,9737,12921,2418140,3012715,20.0,Xbox,Gaming,16-30 Male,0.787,Affiliate,13,1,223300.0,12091,0.005,80,80,4085.7,-0.982,Mega,30.6,56.8,0.08,0
INF-3C80ED3D,Luna Taylor,lunataylor_tv,Instagram,Dance,Argentina,6716.0,0.05,254,17,16,21,2988,5265,83.3,Adidas,Sports & Fitness,16-30 Mixed,0.849,Brand Ambassador,54,5,3800.0,42,0.014,2,2,121.51,-0.968,Nano,82.8,90.4,0.045,1
INF-626D7AC5,Paris Martin,parismartin_,Instagram,Comedy,Japan,276246.0,0.0279,6418,398,350,480,90322,130104,50.5,Doritos,FMCG,16-35 Mixed,0.911,Affiliate,28,1,25600.0,714,0.0079,21,21,371.11,-0.986,Mid-Tier,57.4,75.3,0.076,1
INF-0CFE445F,Kai Wang,kaiwang_official,YouTube,Computers & Gadgets,France,866237.0,0.0316,19439,1233,1038,640,207031,287042,49.3,Intel,Consumer Electronics,20-40 Male,0.72,Sponsored Post,31,2,91900.0,1843,0.0089,36,36,4094.65,-0.955,Macro,53.2,77.0,0.048,1
INF-96768C9F,Chris Smith,chrissmith_real,YouTube,Cars & Motorbikes,Germany,97176.0,0.0232,2039,118,77,49,42406,74486,53.2,Michelin,Automotive,22-45 Male,0.683,Sponsored Post,45,4,3900.0,212,0.005,6,6,357.2,-0.908,Micro,53.9,67.5,0.184,0
INF-553F8F20,Sam Young,samyoung335,Instagram,Travel,Thailand,29788105.0,0.012,277170,15906,12097,20741,4220235,4684432,20.0,Airbnb,Travel,25-45 Mixed,0.893,Live Stream,51,2,339400.0,21101,0.005,203,203,34568.79,-0.898,Mega,29.8,58.0,0.06,0
INF-B79ABC95,Sage Garcia,sagegarcia.,TikTok,Business & Careers,Turkey,540343.0,0.0406,15191,1202,3021,451,146677,202452,60.1,Notion,SaaS,25-50 Mixed,0.791,Sponsored Post,52,3,139700.0,1555,0.0106,33,33,1267.3,-0.991,Macro,62.3,84.6,0.014,1
INF-8AE224A5,Ava Wright,avawright,TikTok,Tech & Gadgets,Indonesia,95517.0,0.0634,4429,294,687,139,33290,54227,80.6,OnePlus,Consumer Electronics,20-40 Male,0.723,Story Ad,26,2,10100.0,526,0.0158,19,19,2114.14,-0.791,Micro,77.2,88.0,0.061,1
INF-5294A956,Avery Miller,averymiller.,TikTok,Animals & Pets,United Kingdom,47628.0,0.0702,2633,173,394,57,16915,28742,79.1,Pedigree,Pet Care,22-45 Mixed,0.699,Giveaway,56,1,14000.0,311,0.0184,13,13,435.63,-0.969,Micro,80.5,92.3,0.01,1
INF-4E8E3909,Luna Taylor,lunataylor.,Instagram,Photography,Egypt,823599.0,0.0193,13626,846,654,862,224072,296166,33.9,Canon,Photography & Tech,20-40 Mixed,0.894,Unboxing,17,1,164600.0,1546,0.0069,30,30,4648.68,-0.972,Macro,45.3,69.0,0.045,0
INF-6E6BC4D3,Drew Clark,drewclark_tv,TikTok,Lifestyle,India,39981521.0,0.031,1029700,69748,151252,25792,6790926,8111366,42.8,Amazon,E-commerce,22-40 Mixed,0.663,Reel/Short Video,56,6,274800.0,38029,0.0056,411,411,16668.83,-0.939,Mega,49.3,71.9,0.072,0
INF-344660E3,Paris Patel,parispatel_tv,Instagram,Lifestyle,United Kingdom,21131.0,0.056,875,55,54,67,7636,11203,77.3,Amazon,E-commerce,22-40 Mixed,0.899,Live Stream,12,1,14000.0,100,0.0131,4,4,177.51,-0.987,Micro,81.7,85.6,0.075,1
INF-3355FB09,Skyler Young,skyleryoung25,Instagram,Comedy,Poland,776399.0,0.0223,13798,842,753,980,194526,275134,36.1,Lay's,FMCG,16-35 Mixed,0.736,Live Stream,45,2,120700.0,973,0.005,13,13,249.86,-0.998,Macro,44.7,67.4,0.085,0
INF-AD10EDEA,Riley Moore,rileymoore_real,YouTube,Sports with a ball,India,774864.0,0.0196,11073,731,563,341,211891,291578,37.7,Puma,Sports & Fitness,16-35 Male,0.879,Giveaway,12,1,54800.0,1059,0.005,22,22,1559.39,-0.972,Macro,42.9,73.4,0.017,1
INF-478921B1,Quinn Sharma,quinnsharma_,Instagram,Comedy,Mexico,40540489.0,0.0142,435048,27225,27311,28683,5439758,5880570,21.0,Pepsi,FMCG,16-35 Mixed,0.934,Affiliate,21,2,353800.0,27199,0.005,340,340,6310.32,-0.982,Mega,32.3,59.5,0.049,0
INF-DFF4C460,Logan Scott,loganscott_,YouTube,Music,Mexico,78662.0,0.0359,2465,121,123,62,32888,48187,62.6,Spotify,Entertainment & Music,15-35 Mixed,0.969,Sponsored Post,38,2,13700.0,405,0.0123,18,18,215.15,-0.984,Micro,66.0,78.0,0.102,1
INF-DA5F9D2E,Isabella Lee,isabellalee_,TikTok,Fitness & Gym,Brazil,61183.0,0.0515,2435,166,410,69,22743,39365,82.6,Nike,Sports & Fitness,20-40 Mixed,0.85,Story Ad,8,1,13100.0,282,0.0124,12,12,779.71,-0.94,Micro,75.3,78.5,0.169,1
INF-78A810BB,Isabella Davis,isabelladavis_,YouTube,Photography,Australia,31013526.0,0.0175,417137,28089,23892,11125,4506551,5947737,28.8,Nikon,Photography & Tech,20-40 Mixed,0.782,Product Review,7,1,540100.0,22533,0.005,164,164,24003.7,-0.956,Mega,38.3,63.8,0.073,0
INF-7DC7918E,Maya Li,mayali.,Instagram,Music,Portugal,837221.0,0.0175,12519,757,609,1011,184573,254260,33.4,Spotify,Entertainment & Music,15-35 Mixed,0.817,Brand Ambassador,44,2,66700.0,923,0.005,14,14,171.49,-0.997,Macro,44.2,66.6,0.075,0
INF-6C099301,River Thomas,riverthomas_official,Instagram,Humor & Fun & Happiness,Philippines,7720.0,0.0581,362,23,16,26,3448,5417,82.1,Taco Bell,Fast Food,16-35 Mixed,0.905,Story Ad,20,1,2200.0,66,0.0191,4,4,82.45,-0.963,Nano,79.2,88.4,0.062,1
INF-05E50983,Paris White,pariswhite,Instagram,Music,Thailand,579369.0,0.0232,10353,681,479,719,128825,185311,41.7,JBL,Consumer Electronics,15-35 Mixed,0.712,Story Ad,31,3,49300.0,799,0.0062,14,14,1673.52,-0.966,Macro,45.6,74.2,0.036,0
INF-27E3BA79,Olivia Chen,oliviachen_real,Instagram,Cinema & Actors/actresses,Russia,190093.0,0.019,2477,170,140,222,54909,85465,37.2,HBO,Entertainment,18-45 Mixed,0.754,Unboxing,59,2,54900.0,275,0.005,6,6,76.64,-0.999,Mid-Tier,48.4,65.3,0.122,0
INF-D0110FAE,Alex Kumar,alexkumar_,Instagram,Cinema & Actors/actresses,Turkey,20988.0,0.0322,604,39,30,42,8969,14694,57.7,Netflix,Entertainment,18-45 Mixed,0.634,Sponsored Post,53,2,4200.0,60,0.0067,2,2,28.89,-0.993,Micro,64.5,77.8,0.083,1
INF-A04F8576,Luna Green,lunagreen,YouTube,Business & Careers,Indonesia,460747.0,0.0368,14596,722,798,305,150955,235613,61.6,LinkedIn,Professional Network,25-50 Mixed,0.766,Giveaway,47,5,57300.0,1343,0.0089,38,38,741.58,-0.987,Mid-Tier,69.1,85.2,0.015,1
INF-3295DEE0,Reese Kumar,reesekumar_real,TikTok,Family,United States,2190.0,0.0854,156,9,26,3,1121,1970,82.9,Colgate,FMCG,25-45 Female,0.922,Unboxing,25,2,3800.0,31,0.0276,2,2,38.53,-0.99,Nano,84.4,93.3,0.013,1
INF-B9C668D6,Liam Green,liamgreen,Instagram,Photography,India,733724.0,0.0175,10926,546,590,662,162692,220766,34.5,Canon,Photography & Tech,20-40 Mixed,0.722,Live Stream,55,6,121800.0,813,0.005,12,12,1628.03,-0.987,Macro,44.6,67.1,0.076,0
INF-8FFA1DBB,Quinn Robinson,quinnrobinson_tv,YouTube,Humor & Fun & Happiness,Thailand,991547.0,0.0193,17391,981,708,438,240197,315660,33.7,Lay's,FMCG,16-35 Mixed,0.689,Live Stream,41,1,97500.0,1201,0.005,21,21,401.61,-0.996,Macro,42.2,71.4,0.011,0
INF-EDBB13ED,Emily Scott,emilyscott,TikTok,Business & Careers,Russia,120286.0,0.055,5249,353,643,110,41964,57988,72.2,Notion,SaaS,25-50 Mixed,0.793,Reel/Short Video,15,1,22700.0,571,0.0136,17,17,652.65,-0.971,Mid-Tier,76.6,86.0,0.052,1
INF-1A2EE812,Taylor Lewis,taylorlewis,YouTube,Business & Careers,Thailand,8870857.0,0.0043,27285,2089,1817,903,1449080,1677877,20.0,Monday.com,SaaS,25-50 Mixed,0.713,Affiliate,43,2,428400.0,7245,0.005,67,67,2335.0,-0.995,Mega,22.1,51.3,0.169,0
INF-E8C6694A,Leo Park,leopark_real,Instagram,Shows,Brazil,235941.0,0.0189,3740,193,209,279,64989,99403,38.6,Hulu,Entertainment,18-40 Mixed,0.747,Brand Ambassador,30,3,27500.0,325,0.005,7,7,90.44,-0.997,Mid-Tier,49.3,65.0,0.135,0
INF-D02CB9F5,Drew Clark,drewclark.,TikTok,Travel,Egypt,59816.0,0.0751,4063,221,575,78,24110,36462,75.6,Airbnb,Travel,25-45 Mixed,0.748,Sponsored Post,53,1,7300.0,381,0.0158,15,15,2678.98,-0.633,Micro,79.2,88.9,0.033,1
INF-C4FEB3E6,Noah King,noahking166,Instagram,Gaming,France,93617.0,0.0375,2523,149,164,182,36605,56557,62.0,Razer,Gaming,16-30 Male,0.668,Live Stream,53,4,7500.0,322,0.0088,10,10,591.75,-0.921,Micro,71.3,81.0,0.065,1
INF-68FFC09F,Noah Wright,noahwright_official,TikTok,Animals & Pets,Portugal,604076.0,0.0341,18926,1099,2766,481,127745,181530,48.6,Pedigree,Pet Care,22-45 Mixed,0.631,Giveaway,25,2,47900.0,779,0.0061,11,11,349.86,-0.993,Macro,58.6,76.3,0.052,0
INF-8F0F8D68,Luna Wright,lunawright_tv,Instagram,Racing Sports,Unknown,604219.0,0.0209,9628,570,487,809,160373,229631,40.8,GoPro,Consumer Electronics,18-40 Male,0.728,Brand Ambassador,8,1,71200.0,1026,0.0064,17,17,2147.83,-0.97,Macro,43.4,70.6,0.076,0
INF-17030D69,Isabella Scott,isabellascott,Instagram,Humor & Fun & Happiness,Thailand,545968.0,0.0214,9139,569,484,575,111990,163144,38.9,Taco Bell,Fast Food,16-35 Mixed,0.683,Story Ad,34,3,149900.0,560,0.005,8,8,159.67,-0.999,Macro,46.2,74.1,0.016,0
INF-354D2503,Reese Chen,reesechen.,TikTok,Cinema & Actors/actresses,Turkey,500185.0,0.0325,14425,790,1797,285,134757,182856,46.0,HBO,Entertainment,18-45 Mixed,0.651,Live Stream,35,3,110000.0,1051,0.0078,14,14,180.49,-0.998,Macro,53.2,65.3,0.176,0
INF-42EC0E03,Paris Martin,parismartin,Instagram,Tech & Gadgets,Netherlands,49113582.0,0.0129,579113,34056,24210,42838,7128104,7707791,22.6,Samsung,Consumer Electronics,20-40 Male,0.93,Brand Ambassador,28,3,472200.0,35641,0.005,385,385,45435.3,-0.904,Mega,31.4,59.5,0.071,0
INF-1CD762F4,Riley Johnson,rileyjohnson_official,Instagram,Humor & Fun & Happiness,United Kingdom,876087.0,0.0202,12138,884,780,1126,192114,265409,34.1,Taco Bell,Fast Food,16-35 Mixed,0.7,Reel/Short Video,18,1,97000.0,1018,0.0053,13,13,282.59,-0.997,Macro,47.4,68.1,0.059,0
INF-4BC85F20,Zoe Harris,zoeharris.,Instagram,Travel,Turkey,83933.0,0.0298,1790,128,115,130,33553,49470,57.1,Booking.com,Travel,25-45 Mixed,0.869,Brand Ambassador,26,2,14200.0,302,0.009,12,12,2303.85,-0.838,Micro,65.0,77.6,0.082,1
INF-DA12F7C3,Ella Williams,ellawilliams_,Instagram,Fashion,Turkey,9706.0,0.0458,386,25,19,26,4094,7251,75.1,Zara,Fashion & Apparel,18-35 Female,0.949,Sponsored Post,32,1,2600.0,59,0.0145,4,4,227.59,-0.912,Nano,78.7,88.6,0.035,1
INF-9BD0BF12,Drew Jones,drewjones266,YouTube,Family,South Korea,805471.0,0.0245,13750,1033,770,449,205497,300046,42.1,Colgate,FMCG,25-45 Female,0.748,Brand Ambassador,28,3,79200.0,1027,0.005,17,17,289.39,-0.996,Macro,47.4,75.4,0.022,0
INF-21D9648A,Aria Chen,ariachen_real,Instagram,Travel,Argentina,803860.0,0.0126,8354,487,387,696,219690,296818,31.5,Airbnb,Travel,25-45 Mixed,0.799,Story Ad,45,4,135500.0,1098,0.005,15,15,2816.37,-0.979,Macro,39.2,63.1,0.108,0
INF-63A3D18D,Zoe Wang,zoewang_tv,TikTok,Cars & Motorbikes,India,383723.0,0.029,7654,473,1421,218,137862,206419,50.6,GoPro,Consumer Electronics,22-45 Male,0.701,Reel/Short Video,41,3,50200.0,786,0.0057,14,14,1584.28,-0.968,Mid-Tier,53.5,61.5,0.245,0
INF-5D1F466B,Kai Hall,kaihall.,TikTok,Literature & Journalism,Philippines,228054.0,0.0504,8966,619,1410,253,73780,115294,72.1,Grammarly,SaaS,25-50 Mixed,0.912,Sponsored Post,38,3,45900.0,878,0.0119,29,29,1052.63,-0.977,Mid-Tier,73.3,84.8,0.065,1
INF-CC9B0710,Noah Lewis,noahlewis662,Instagram,Travel,Mexico,602268.0,0.0155,7519,416,316,560,138128,171298,30.5,Booking.com,Travel,25-45 Mixed,0.688,Affiliate,23,2,36300.0,691,0.005,8,8,1464.5,-0.96,Macro,41.1,65.5,0.065,0
INF-F0C4DFEF,Olivia Chen,oliviachen_tv,Instagram,Finance & Economics,Indonesia,588731.0,0.0178,9455,486,485,621,151086,183842,30.9,Robinhood,FinTech,25-45 Male,0.811,Giveaway,49,1,127400.0,831,0.0055,12,12,279.17,-0.998,Macro,43.2,65.9,0.063,0
INF-078B532C,Blake Williams,blakewilliams_tv,Instagram,Racing Sports,Egypt,977177.0,0.0173,13027,839,543,892,213272,273974,36.7,Pirelli,Automotive,18-40 Male,0.789,Unboxing,19,1,47400.0,1066,0.005,18,18,985.28,-0.979,Macro,42.6,68.1,0.08,0
INF-35D243E7,Taylor Johnson,taylorjohnson,YouTube,Sports with a ball,Ukraine,22313121.0,0.0084,140422,8578,7707,3629,3601661,4387838,20.2,Nike,Sports & Fitness,16-35 Male,0.954,Story Ad,41,2,289900.0,18008,0.005,171,171,11840.93,-0.959,Mega,28.4,53.0,0.143,0
INF-9D85F7E3,Reese Allen,reeseallen114,Instagram,Family,Japan,196298.0,0.0387,6553,374,315,533,70216,110704,64.3,Johnson & Johnson,Baby & Family,25-45 Female,0.851,Story Ad,52,5,37400.0,786,0.0112,25,25,940.88,-0.975,Mid-Tier,64.9,81.5,0.069,1
INF-B693133D,Liam Johnson,liamjohnson_official,TikTok,Racing Sports,Colombia,2488.0,0.1009,200,13,30,5,1329,2263,85.2,Pirelli,Automotive,18-40 Male,0.855,Brand Ambassador,57,2,2000.0,41,0.0306,2,2,125.42,-0.937,Nano,82.9,93.8,0.016,1
INF-58BA18FE,Casey Jackson,caseyjackson,Instagram,Family,Ukraine,142902.0,0.0139,1707,112,78,140,49798,70283,32.2,Pampers,Baby & Family,25-45 Female,0.784,Giveaway,31,1,34100.0,249,0.005,4,4,144.84,-0.996,Mid-Tier,44.8,58.9,0.173,0
INF-8F12824C,Avery King,averyking_official,TikTok,Animals & Pets,Colombia,861524.0,0.0304,21177,1426,3068,601,220260,301283,48.8,Pedigree,Pet Care,22-45 Mixed,0.936,Story Ad,43,5,158100.0,1960,0.0089,40,40,1366.46,-0.991,Macro,51.2,71.0,0.12,1
INF-36B46758,Luna Baker,lunabaker,TikTok,Cars & Motorbikes,Nigeria,214213.0,0.0584,10774,601,1321,285,71735,107836,74.0,Shell,Automotive,22-45 Male,0.974,Giveaway,24,2,27000.0,1112,0.0155,38,38,2054.28,-0.924,Mid-Tier,77.5,84.1,0.079,1
INF-E24F1503,Amelia Park,ameliapark_real,Instagram,Lifestyle,Portugal,143379.0,0.0271,3078,178,149,196,40157,59956,51.9,Amazon,E-commerce,22-40 Mixed,0.959,Brand Ambassador,39,3,52800.0,293,0.0073,9,9,421.05,-0.992,Mid-Tier,55.7,79.5,0.032,1
INF-954A5373,Harper Wright,harperwright_official,TikTok,Humor & Fun & Happiness,Saudi Arabia,81297.0,0.0888,6573,411,825,134,32830,49680,80.5,Lay's,FMCG,16-35 Mixed,0.855,Story Ad,40,2,12300.0,768,0.0234,35,35,682.44,-0.945,Micro,80.0,90.4,0.035,1
INF-2317146E,Chris Singh,chrissingh_,YouTube,Music,Egypt,35702.0,0.0458,1478,80,56,30,16024,26822,70.7,Spotify,Entertainment & Music,15-35 Mixed,0.814,Reel/Short Video,21,2,13700.0,216,0.0135,9,9,110.28,-0.992,Micro,78.3,86.8,0.037,1
INF-4DA55BB6,Amelia Wilson,ameliawilson_,YouTube,Cinema & Actors/actresses,Mexico,66133.0,0.0672,3379,238,203,97,28690,43218,82.0,HBO,Entertainment,18-45 Mixed,0.933,Giveaway,32,1,5900.0,594,0.0207,28,28,359.78,-0.939,Micro,80.4,86.1,0.086,1
INF-91421C11,Alex Miller,alexmiller_official,TikTok,Finance & Economics,Brazil,3632455.0,0.03,84951,5435,13805,1924,596339,673053,41.8,Zerodha,FinTech,25-45 Male,0.814,Story Ad,25,1,525100.0,3280,0.0055,42,42,1066.23,-0.998,Mega,46.7,75.0,0.026,1
INF-C1886476,Paris Harris,parisharris_tv,Instagram,Animals & Pets,Indonesia,152027.0,0.024,3102,179,156,243,48504,74453,47.0,Royal Canin,Pet Care,22-45 Mixed,0.624,Sponsored Post,21,1,31100.0,272,0.0056,5,5,161.7,-0.995,Mid-Tier,56.2,73.0,0.084,0
INF-2D398341,Chris Allen,chrisallen_real,Instagram,Family,France,24125471.0,0.0156,322582,18376,16456,18264,3339298,4051986,27.7,Colgate,FMCG,25-45 Female,0.878,Giveaway,7,1,384600.0,18366,0.0055,224,224,3838.93,-0.99,Mega,35.3,64.0,0.059,0
INF-A62C3E42,River Smith,riversmith_official,Instagram,Cinema & Actors/actresses,Mexico,41862.0,0.0292,1019,52,58,70,14847,25511,52.8,Disney+,Entertainment,18-45 Mixed,0.831,Affiliate,34,3,8700.0,134,0.009,5,5,72.45,-0.992,Micro,58.4,73.6,0.109,1
INF-687886BA,Logan Thomas,loganthomas_tv,Instagram,Cars & Motorbikes,Thailand,257686.0,0.0209,4689,259,239,276,94301,128255,44.2,Michelin,Automotive,22-45 Male,0.745,Unboxing,30,1,18700.0,490,0.0052,12,12,682.84,-0.963,Mid-Tier,53.9,76.7,0.02,1
INF-032084CD,Quinn Green,quinngreen_official,Instagram,Animals & Pets,Canada,7472622.0,0.01,56122,3367,2837,4013,1000896,1309920,20.0,Purina,Pet Care,22-45 Mixed,0.818,Reel/Short Video,11,1,97400.0,5004,0.005,57,57,2184.67,-0.978,Mega,29.6,57.8,0.063,0
INF-508D3A65,Evelyn Patel,evelynpatel_tv,Instagram,Shows,Indonesia,18421182.0,0.0098,150653,7880,8530,9004,2351023,2923399,20.0,HBO,Entertainment,18-40 Mixed,0.732,Brand Ambassador,44,5,441600.0,11755,0.005,83,83,1070.21,-0.998,Mega,31.7,59.2,0.04,0
INF-A8D2FFB3,Maya King,mayaking_real,TikTok,Sports with a ball,United States,21464477.0,0.0294,548774,28029,64137,12580,2795607,3471428,37.1,Gatorade,Sports & Nutrition,16-35 Male,0.63,Unboxing,48,4,296600.0,20687,0.0074,215,215,8174.84,-0.972,Mega,46.0,68.5,0.078,0
INF-975122E6,Emily Kim,emilykim,Instagram,Cinema & Actors/actresses,Nigeria,712073.0,0.0225,13334,855,606,1107,185672,235804,35.4,Amazon Prime,Entertainment,18-45 Mixed,0.62,Live Stream,22,2,48200.0,928,0.005,13,13,167.47,-0.997,Macro,48.3,68.1,0.07,0
INF-8E14EA04,Aria Kim,ariakim,Instagram,Cinema & Actors/actresses,Nigeria,543504.0,0.0088,3652,255,181,285,137037,199198,26.9,Disney+,Entertainment,18-45 Mixed,0.714,Sponsored Post,29,3,92600.0,685,0.005,9,9,125.8,-0.999,Macro,33.8,53.1,0.212,0
INF-9BF35D3C,Emma White,emmawhite_real,YouTube,Computers & Gadgets,Vietnam,196555.0,0.0211,2955,209,151,98,69476,108705,45.8,Intel,Consumer Electronics,20-40 Male,0.708,Product Review,19,1,27100.0,347,0.005,7,7,885.05,-0.967,Mid-Tier,48.4,69.0,0.128,0
INF-8351B661,Mia Robinson,miarobinson156,Instagram,Beauty,United Kingdom,46934.0,0.0517,2089,118,107,143,18232,27801,79.3,L'Oreal,Beauty & Cosmetics,18-30 Female,0.884,Unboxing,36,4,4600.0,239,0.0131,11,11,394.21,-0.914,Micro,77.2,88.8,0.048,1
INF-C5F20C73,Amelia Taylor,ameliataylor_real,TikTok,Humor & Fun & Happiness,Egypt,858092.0,0.037,28774,1548,3355,695,184584,230844,56.3,Old Spice,FMCG,16-35 Mixed,0.915,Sponsored Post,19,1,175600.0,2215,0.012,55,55,981.27,-0.994,Macro,60.4,82.8,0.016,1
INF-FFD15B22,Harper Hall,harperhall,TikTok,Art/Artists,Saudi Arabia,834051.0,0.0444,32705,1593,4022,654,177733,220274,61.0,Pantone,Creative,20-40 Mixed,0.8,Product Review,47,1,103500.0,2133,0.012,44,44,1375.06,-0.987,Macro,68.1,83.3,0.034,1
INF-B7373180,Sam Clark,samclark,TikTok,Music,France,29911515.0,0.0187,480814,31794,66296,11049,4218804,4874946,26.8,JBL,Consumer Electronics,15-35 Mixed,0.839,Sponsored Post,29,3,461300.0,21094,0.005,179,179,23622.09,-0.949,Mega,35.4,59.0,0.124,0
INF-7F797A17,Amelia Young,ameliayoung,Instagram,Literature & Journalism,United Kingdom,579243.0,0.0166,7726,440,437,463,128317,188549,30.2,Scribd,Entertainment,25-50 Mixed,0.684,Live Stream,36,3,151800.0,642,0.005,7,7,98.91,-0.999,Macro,43.7,65.4,0.064,0
